gene,cluster,avg_logFC,pct.1,pct.2,p_val,p_val_adj
Plk2,Oligodendrocytes,-1.773550314,0.181,0.805,4.1911E-106,1.9182E-101
Rhbdl1,Oligodendrocytes,-1.301399556,0.16,0.798,4.6359E-106,2.1218E-101
LOC105242901,Oligodendrocytes,-2.973075026,0.051,0.721,4.774E-106,2.1849E-101
1700001L19Rik,Oligodendrocytes,-4.210009791,0.021,0.682,5.3833E-106,2.4638E-101
Nptx1,Oligodendrocytes,-3.903186547,0.076,0.672,2.4772E-105,1.1338E-100
Rnf122,Oligodendrocytes,4.211930128,0.54,0.069,2.7382E-105,1.2532E-100
Luzp1,Oligodendrocytes,-1.374125762,0.489,0.902,3.6827E-105,1.6855E-100
Tns3,Oligodendrocytes,2.997222265,0.709,0.112,3.7498E-105,1.7162E-100
Kcnf1,Oligodendrocytes,-5.478621305,0.025,0.677,8.4178E-105,3.8526E-100
Fkbp1b,Oligodendrocytes,-2.132235151,0.055,0.723,1.0012E-104,4.5824E-100
St6gal2,Oligodendrocytes,-1.960638534,0.219,0.729,2.0868E-104,9.5511E-100
Ak1,Oligodendrocytes,-1.524485597,0.342,0.854,2.6914E-104,1.2318E-99
Gpr162,Oligodendrocytes,-1.765951902,0.131,0.802,3.0001E-104,1.3731E-99
Sptbn2,Oligodendrocytes,-1.952347193,0.194,0.751,3.1972E-104,1.4633E-99
Kcnv1,Oligodendrocytes,-4.795251673,0.034,0.647,5.1791E-104,2.3704E-99
Fxyd1,Oligodendrocytes,-4.503883393,0.063,0.736,7.302E-104,3.342E-99
Satb2,Oligodendrocytes,-4.227544046,0.203,0.672,7.6051E-104,3.4807E-99
4930447C04Rik,Oligodendrocytes,-4.955358602,0.127,0.634,1.5781E-103,7.2228E-99
Gnaz,Oligodendrocytes,-2.159338383,0.127,0.761,2.9868E-103,1.36702E-98
S100a1,Oligodendrocytes,2.387710947,0.907,0.286,4.2075E-103,1.92568E-98
Cd34,Oligodendrocytes,-7.767272917,0.025,0.632,5.5295E-103,2.53073E-98
Chga,Oligodendrocytes,-2.234473127,0.186,0.79,1.1457E-102,5.24356E-98
Slmo1,Oligodendrocytes,-1.281609953,0.207,0.842,1.3735E-102,6.28635E-98
Lynx1,Oligodendrocytes,-2.607431125,0.089,0.722,1.8142E-102,8.30324E-98
Ctxn2,Oligodendrocytes,-2.98629511,0.038,0.681,3.4798E-102,1.59265E-97
Abtb2,Oligodendrocytes,3.205690403,0.705,0.138,5.6582E-102,2.58964E-97
Tiam2,Oligodendrocytes,-2.651726321,0.333,0.759,1.0113E-101,4.62833E-97
Dbn1,Oligodendrocytes,-1.134679522,0.139,0.773,1.5899E-101,7.27676E-97
B230217C12Rik,Oligodendrocytes,-1.728435155,0.194,0.8,1.6075E-101,7.35719E-97
Fbll1,Oligodendrocytes,-2.138710393,0.063,0.733,2.0718E-101,9.48238E-97
Sh3gl2,Oligodendrocytes,-2.133507409,0.392,0.812,3.1054E-101,1.42128E-96
Hepacam,Oligodendrocytes,1.152026458,0.857,0.194,4.327E-101,1.98037E-96
2310061I04Rik,Oligodendrocytes,-1.380668165,0.287,0.85,5.1188E-101,2.34277E-96
Acsl6,Oligodendrocytes,-2.108779693,0.173,0.81,8.2206E-101,3.76241E-96
Ndrg1,Oligodendrocytes,3.185788869,0.591,0.158,1.0326E-100,4.72603E-96
Ptp4a3,Oligodendrocytes,-2.175886375,0.148,0.769,1.1115E-100,5.08726E-96
Ccrn4l,Oligodendrocytes,-1.973813681,0.156,0.741,3.2216E-100,1.47448E-95
Rgs17,Oligodendrocytes,-1.093973205,0.236,0.799,3.5742E-100,1.63584E-95
Wipf1,Oligodendrocytes,2.304103059,0.637,0.087,3.6371E-100,1.66464E-95
Spryd3,Oligodendrocytes,-1.885948327,0.249,0.788,4.4614E-100,2.04189E-95
A330023F24Rik,Oligodendrocytes,-1.746270912,0.118,0.779,4.9824E-100,2.28034E-95
Tmem38a,Oligodendrocytes,-1.86552949,0.384,0.829,1.3843E-99,6.3356E-95
Lrrc3b,Oligodendrocytes,-2.712215871,0.038,0.642,2.0577E-99,9.41765E-95
Ppargc1a,Oligodendrocytes,-1.180949677,0.367,0.877,2.1033E-99,9.62637E-95
Crmp1,Oligodendrocytes,-2.022255144,0.114,0.734,2.4014E-99,1.09909E-94
Akap5,Oligodendrocytes,-2.593653439,0.278,0.816,2.6189E-99,1.19864E-94
Slc25a22,Oligodendrocytes,-1.865595757,0.19,0.798,2.7664E-99,1.26611E-94
Zc2hc1a,Oligodendrocytes,-1.610158803,0.245,0.806,3.4306E-99,1.5701E-94
Ptchd1,Oligodendrocytes,-4.454646318,0.021,0.659,4.2041E-99,1.92413E-94
Dgkg,Oligodendrocytes,-6.169113307,0.219,0.692,5.8433E-99,2.67434E-94
Clvs2,Oligodendrocytes,-1.22726094,0.241,0.746,6.899E-99,3.15754E-94
Tmbim1,Oligodendrocytes,2.908437241,0.726,0.17,1.64616E-98,7.53415E-94
Habp4,Oligodendrocytes,-1.98582445,0.363,0.823,2.65308E-98,1.21426E-93
Sema6a,Oligodendrocytes,2.591436603,0.886,0.375,2.87577E-98,1.31618E-93
Ankrd45,Oligodendrocytes,-1.959834521,0.068,0.691,2.88574E-98,1.32075E-93
Ppap2b,Oligodendrocytes,-1.383762677,0.819,0.225,4.01044E-98,1.8355E-93
Lrp11,Oligodendrocytes,-1.83649028,0.165,0.771,6.64517E-98,3.04136E-93
5330417C22Rik,Oligodendrocytes,-2.613757072,0.283,0.731,6.86049E-98,3.13991E-93
Psd,Oligodendrocytes,-1.780955532,0.114,0.744,7.729E-98,3.53741E-93
Nov,Oligodendrocytes,-5.243684119,0.046,0.629,1.20664E-97,5.52256E-93
Necap1,Oligodendrocytes,-1.656191122,0.384,0.847,1.8238E-97,8.34718E-93
Sprn,Oligodendrocytes,-2.107419406,0.076,0.725,2.15871E-97,9.88E-93
Dlc1,Oligodendrocytes,-1.969797359,0.291,0.841,2.48981E-97,1.13954E-92
2010300C02Rik,Oligodendrocytes,-3.233353837,0.068,0.667,2.65478E-97,1.21504E-92
Dzank1,Oligodendrocytes,-1.0060555,0.414,0.817,3.67494E-97,1.68195E-92
Bag1,Oligodendrocytes,-1.626131621,0.451,0.86,3.77999E-97,1.73003E-92
Slc20a1,Oligodendrocytes,-1.953798958,0.198,0.82,4.01423E-97,1.83723E-92
Tspan15,Oligodendrocytes,3.235181273,0.688,0.129,9.86985E-97,4.51723E-92
Slc1a3,Oligodendrocytes,-2.464231291,0.65,0.185,2.10024E-96,9.61236E-92
Cdk5r2,Oligodendrocytes,-3.069623937,0.046,0.689,2.27614E-96,1.04174E-91
Rell2,Oligodendrocytes,-2.913333761,0.03,0.664,3.68421E-96,1.68619E-91
Cckbr,Oligodendrocytes,-5.246294741,0.03,0.619,4.88732E-96,2.23683E-91
Kcnj9,Oligodendrocytes,-3.269711646,0.034,0.66,1.10977E-95,5.07919E-91
Sept3,Oligodendrocytes,-1.245359608,0.224,0.792,1.65112E-95,7.55684E-91
Gmpr,Oligodendrocytes,-1.484259909,0.089,0.722,2.25007E-95,1.02981E-90
Icam5,Oligodendrocytes,-2.977532047,0.046,0.67,7.56177E-95,3.46087E-90
Cobll1,Oligodendrocytes,1.315179551,0.743,0.149,1.03695E-94,4.74594E-90
Ly6h,Oligodendrocytes,-1.805870502,0.291,0.8,1.42062E-94,6.5019E-90
Tmcc3,Oligodendrocytes,2.122406655,0.852,0.343,1.45885E-94,6.67686E-90
Ccsap,Oligodendrocytes,-2.044427656,0.11,0.734,1.5074E-94,6.89907E-90
Gm5514,Oligodendrocytes,-1.771031751,0.439,0.89,2.19761E-94,1.0058E-89
Lpcat4,Oligodendrocytes,-2.427659923,0.232,0.779,3.53459E-94,1.61771E-89
Lix1,Oligodendrocytes,-3.403135714,0.173,0.722,4.37352E-94,2.00167E-89
Sox8,Oligodendrocytes,2.967504733,0.738,0.312,4.54939E-94,2.08216E-89
Cnksr2,Oligodendrocytes,-2.142173681,0.245,0.778,5.74572E-94,2.6297E-89
Gpr123,Oligodendrocytes,-1.90128018,0.224,0.78,6.30152E-94,2.88408E-89
Cd63,Oligodendrocytes,1.070004651,0.958,0.349,7.82252E-94,3.58021E-89
Egfl7,Oligodendrocytes,-4.826994817,0.046,0.672,1.55405E-93,7.11257E-89
Fgf13,Oligodendrocytes,-1.571986446,0.249,0.76,2.12029E-93,9.70415E-89
Kcnj6,Oligodendrocytes,-1.882858044,0.207,0.702,3.71946E-93,1.70232E-88
Sel1l3,Oligodendrocytes,-2.925385857,0.063,0.669,5.57829E-93,2.55307E-88
Ttc19,Oligodendrocytes,-1.361751431,0.321,0.842,5.68469E-93,2.60177E-88
Emc9,Oligodendrocytes,-1.123176969,0.219,0.829,5.88546E-93,2.69366E-88
Kcnq2,Oligodendrocytes,-1.006229417,0.186,0.754,7.94883E-93,3.63802E-88
Baalc,Oligodendrocytes,-1.804324819,0.076,0.715,1.10777E-92,5.07006E-88
Cacnb1,Oligodendrocytes,-1.135644414,0.114,0.75,1.35418E-92,6.19781E-88
Ssx2ip,Oligodendrocytes,-1.869056401,0.097,0.73,1.96391E-92,8.98841E-88
Mapk11,Oligodendrocytes,-3.246803896,0.021,0.632,2.03474E-92,9.3126E-88
Ipcef1,Oligodendrocytes,-6.306492928,0.013,0.602,2.96844E-92,1.35859E-87
Lmna,Oligodendrocytes,-1.40582272,0.304,0.761,4.18038E-92,1.91328E-87
Psmb10,Oligodendrocytes,-1.531684568,0.321,0.853,4.53067E-92,2.0736E-87
Rffl,Oligodendrocytes,3.327124214,0.793,0.32,4.78583E-92,2.19038E-87
Moap1,Oligodendrocytes,-1.760024092,0.055,0.692,7.06782E-92,3.2348E-87
Slc35f3,Oligodendrocytes,-2.945935602,0.148,0.671,1.17322E-91,5.36957E-87
Pou3f1,Oligodendrocytes,3.350532788,0.591,0.124,1.4411E-91,6.59564E-87
Stk32c,Oligodendrocytes,-4.391883832,0.143,0.65,1.59511E-91,7.3005E-87
Dos,Oligodendrocytes,-1.372606099,0.169,0.794,1.72953E-91,7.91569E-87
Cdk5r1,Oligodendrocytes,-1.525339708,0.181,0.784,1.77831E-91,8.13899E-87
Fgf9,Oligodendrocytes,-5.379995726,0.093,0.581,1.82521E-91,8.35364E-87
Cplx2,Oligodendrocytes,-2.78150403,0.177,0.722,1.98573E-91,9.0883E-87
Gm31228,Oligodendrocytes,2.025983656,0.46,0.027,2.16125E-91,9.89163E-87
C230004F18Rik,Oligodendrocytes,-1.424787695,0.194,0.765,3.12525E-91,1.43037E-86
Dgkh,Oligodendrocytes,-1.170217964,0.219,0.783,3.77729E-91,1.72879E-86
Gng11,Oligodendrocytes,2.154949564,0.624,0.08,5.22083E-91,2.38947E-86
Nat8l,Oligodendrocytes,-1.88887727,0.118,0.739,5.8486E-91,2.67679E-86
LOC105244637,Oligodendrocytes,3.532587232,0.671,0.269,7.55847E-91,3.45936E-86
B3galt2,Oligodendrocytes,-2.875065018,0.114,0.717,7.65522E-91,3.50364E-86
Cst6,Oligodendrocytes,-2.578003387,0.034,0.658,8.62041E-91,3.94539E-86
Myadm,Oligodendrocytes,-2.657714236,0.114,0.719,9.34974E-91,4.27919E-86
Gucy1b3,Oligodendrocytes,-1.743219095,0.249,0.803,1.48556E-90,6.79911E-86
Ppp1r1b,Oligodendrocytes,-3.169860289,0.055,0.654,1.956E-90,8.95222E-86
Sumo3,Oligodendrocytes,-1.251318949,0.456,0.863,2.04214E-90,9.34647E-86
Celf3,Oligodendrocytes,-1.032127029,0.139,0.77,2.26185E-90,1.0352E-85
Kcnc4,Oligodendrocytes,-3.39531503,0.03,0.648,2.49988E-90,1.14415E-85
Cds1,Oligodendrocytes,-2.245149558,0.076,0.699,5.47425E-90,2.50546E-85
Eif1a,Oligodendrocytes,-1.094881256,0.249,0.797,5.673E-90,2.59642E-85
Efna3,Oligodendrocytes,-4.232843181,0.017,0.593,7.80514E-90,3.57226E-85
Pim2,Oligodendrocytes,-2.167738642,0.131,0.737,8.22413E-90,3.76402E-85
Hs3st2,Oligodendrocytes,-5.926413909,0.084,0.587,1.12448E-89,5.14651E-85
Nsg1,Oligodendrocytes,-1.363374391,0.426,0.83,1.50296E-89,6.87876E-85
Pip5k1c,Oligodendrocytes,-1.714598124,0.165,0.771,1.83252E-89,8.38709E-85
Mapk8ip2,Oligodendrocytes,-1.305653537,0.076,0.701,1.8842E-89,8.6236E-85
Sidt1,Oligodendrocytes,-2.102964961,0.177,0.659,6.15764E-89,2.81823E-84
Zdhhc22,Oligodendrocytes,-1.775814987,0.11,0.73,7.44473E-89,3.4073E-84
Cep170b,Oligodendrocytes,-1.412532739,0.097,0.724,1.45599E-88,6.66377E-84
Garnl3,Oligodendrocytes,-2.81573249,0.177,0.741,1.82918E-88,8.3718E-84
Acot9,Oligodendrocytes,-1.487419882,0.245,0.755,5.676E-88,2.59779E-83
Rwdd2a,Oligodendrocytes,-1.696298775,0.114,0.719,1.4718E-87,6.73614E-83
Dlgap3,Oligodendrocytes,-1.558308761,0.08,0.676,1.89737E-87,8.68387E-83
Nos1ap,Oligodendrocytes,-1.696705562,0.232,0.766,3.05621E-87,1.39877E-82
Kcnh1,Oligodendrocytes,-4.066920902,0.165,0.633,3.08871E-87,1.41364E-82
Kcnab2,Oligodendrocytes,-2.215175206,0.152,0.7,3.55674E-87,1.62785E-82
Clic4,Oligodendrocytes,1.804941358,0.717,0.177,3.87688E-87,1.77437E-82
Coq10b,Oligodendrocytes,-1.219148275,0.333,0.815,4.15903E-87,1.90351E-82
Nme5,Oligodendrocytes,-1.581480384,0.097,0.666,4.47693E-87,2.049E-82
Ddn,Oligodendrocytes,-2.10651101,0.021,0.623,5.28927E-87,2.42079E-82
Ankrd13d,Oligodendrocytes,-2.709700623,0.11,0.675,7.25418E-87,3.32009E-82
Cdh8,Oligodendrocytes,-6.653988159,0.101,0.598,7.83398E-87,3.58546E-82
Gm20071,Oligodendrocytes,-1.593147784,0.135,0.738,7.92289E-87,3.62615E-82
Plxna4,Oligodendrocytes,-1.408041691,0.16,0.694,9.07588E-87,4.15385E-82
Cry2,Oligodendrocytes,-1.212872317,0.333,0.867,9.12887E-87,4.1781E-82
Rhof,Oligodendrocytes,-2.574314355,0.093,0.644,9.34821E-87,4.27849E-82
Ovol2,Oligodendrocytes,-5.251174423,0.038,0.559,2.74393E-86,1.25584E-81
Pcsk1,Oligodendrocytes,-5.007705154,0.034,0.601,2.81315E-86,1.28752E-81
Plec,Oligodendrocytes,-1.275793877,0.139,0.757,2.94621E-86,1.34842E-81
Pgr,Oligodendrocytes,-5.141867312,0.03,0.599,5.17983E-86,2.3707E-81
Sult2b1,Oligodendrocytes,-5.392939271,0.034,0.565,5.39761E-86,2.47038E-81
S100a10,Oligodendrocytes,-2.67507118,0.051,0.631,5.52208E-86,2.52734E-81
Egr3,Oligodendrocytes,-6.078393063,0.021,0.589,5.52404E-86,2.52824E-81
Chrm1,Oligodendrocytes,-1.597184061,0.11,0.7,7.6504E-86,3.50144E-81
Ak5,Oligodendrocytes,-1.458780669,0.241,0.741,9.59241E-86,4.39025E-81
Zcchc24,Oligodendrocytes,2.544044183,0.603,0.083,1.68051E-85,7.69134E-81
Arhgef25,Oligodendrocytes,-1.545252465,0.152,0.73,2.59959E-85,1.18978E-80
Nrip3,Oligodendrocytes,-3.891672222,0.118,0.603,2.81163E-85,1.28682E-80
Pfkl,Oligodendrocytes,-1.902139118,0.278,0.802,3.71339E-85,1.69954E-80
Ddx25,Oligodendrocytes,-1.493119398,0.169,0.765,5.16228E-85,2.36267E-80
Cdr1,Oligodendrocytes,-1.725326322,0.181,0.772,5.65807E-85,2.58958E-80
Gm1848,Oligodendrocytes,1.736494072,0.688,0.271,1.56902E-84,7.18107E-80
B4galnt1,Oligodendrocytes,-1.761547751,0.139,0.739,2.12041E-84,9.70471E-80
Plvap,Oligodendrocytes,-1.445002396,0.114,0.719,2.57655E-84,1.17923E-79
Ier5,Oligodendrocytes,-1.945109556,0.139,0.722,2.64396E-84,1.21009E-79
Crym,Oligodendrocytes,-7.01652974,0.038,0.553,3.19331E-84,1.46151E-79
Gm29729,Oligodendrocytes,-3.136267515,0.042,0.644,3.59178E-84,1.64389E-79
Elovl7,Oligodendrocytes,2.82256875,0.675,0.251,3.81998E-84,1.74833E-79
Rab3c,Oligodendrocytes,-1.66678822,0.274,0.796,6.84324E-84,3.13201E-79
Krt222,Oligodendrocytes,-1.555342387,0.076,0.687,9.05396E-84,4.14382E-79
Hook1,Oligodendrocytes,-1.163751929,0.139,0.688,1.80693E-83,8.26997E-79
Tubg2,Oligodendrocytes,-1.672582715,0.241,0.753,2.26821E-83,1.03812E-78
Abracl,Oligodendrocytes,-2.159983187,0.114,0.7,2.58971E-83,1.18526E-78
Zmat4,Oligodendrocytes,-4.140594283,0.156,0.617,2.81388E-83,1.28785E-78
Vstm2a,Oligodendrocytes,-2.684748355,0.215,0.75,3.46604E-83,1.58634E-78
1700037H04Rik,Oligodendrocytes,-1.576600319,0.245,0.796,5.20687E-83,2.38308E-78
Celsr2,Oligodendrocytes,-1.633710842,0.333,0.804,2.10345E-82,9.62706E-78
Phgdh,Oligodendrocytes,1.677299014,0.747,0.171,2.60258E-82,1.19115E-77
Ildr2,Oligodendrocytes,-3.416891718,0.084,0.652,3.22837E-82,1.47756E-77
A830010M20Rik,Oligodendrocytes,-1.576600775,0.219,0.766,3.48005E-82,1.59275E-77
Gstm7,Oligodendrocytes,2.68134976,0.591,0.144,3.54968E-82,1.62462E-77
Soga1,Oligodendrocytes,2.614668319,0.603,0.124,4.98809E-82,2.28295E-77
Rtn4r,Oligodendrocytes,-3.958347464,0.03,0.593,5.99148E-82,2.74218E-77
Cers6,Oligodendrocytes,-1.072016282,0.135,0.735,6.31206E-82,2.8889E-77
Tgfa,Oligodendrocytes,2.586275729,0.599,0.108,8.24663E-82,3.77432E-77
Smim13,Oligodendrocytes,-1.469979213,0.414,0.822,8.41164E-82,3.84984E-77
Hs3st4,Oligodendrocytes,-5.255548508,0.063,0.584,1.38707E-81,6.34834E-77
Elavl2,Oligodendrocytes,-2.143516737,0.127,0.679,1.49036E-81,6.8211E-77
Tsnax,Oligodendrocytes,-1.604906263,0.435,0.85,1.52458E-81,6.97772E-77
Vopp1,Oligodendrocytes,-1.542814439,0.198,0.756,1.59049E-81,7.27936E-77
Sh2d5,Oligodendrocytes,-3.502231858,0.03,0.594,2.27791E-81,1.04255E-76
Pnmal1,Oligodendrocytes,-1.397599194,0.219,0.761,3.22656E-81,1.47673E-76
LOC105246171,Oligodendrocytes,-4.431055886,0.013,0.577,7.25308E-81,3.31959E-76
Mtmr7,Oligodendrocytes,-1.059466889,0.228,0.762,7.40496E-81,3.3891E-76
Mfsd4,Oligodendrocytes,-2.197010449,0.118,0.645,7.59545E-81,3.47629E-76
LOC105245375,Oligodendrocytes,-1.131838825,0.105,0.693,8.47481E-81,3.87875E-76
Gabrd,Oligodendrocytes,-4.175178959,0.072,0.578,1.1765E-80,5.38461E-76
Rusc1,Oligodendrocytes,-1.490189589,0.156,0.745,1.20955E-80,5.53585E-76
Nyap2,Oligodendrocytes,-2.554513123,0.232,0.678,1.83378E-80,8.39285E-76
2900055J20Rik,Oligodendrocytes,-1.879593012,0.122,0.633,2.21493E-80,1.01373E-75
Clvs1,Oligodendrocytes,-3.244650877,0.16,0.65,3.05894E-80,1.40002E-75
Hlf,Oligodendrocytes,-1.314170546,0.173,0.755,4.51319E-80,2.0656E-75
Kcnn2,Oligodendrocytes,-1.847123579,0.287,0.784,5.7035E-80,2.61038E-75
Ccnd2,Oligodendrocytes,-1.442731195,0.16,0.751,6.26788E-80,2.86868E-75
Fbxo34,Oligodendrocytes,-1.212634,0.19,0.707,7.72729E-80,3.53663E-75
Dpcd,Oligodendrocytes,-1.375607036,0.422,0.824,1.05389E-79,4.82347E-75
Mir22hg,Oligodendrocytes,-2.412206264,0.114,0.689,1.24175E-79,5.68322E-75
Oaz2,Oligodendrocytes,-1.266472379,0.489,0.893,1.76522E-79,8.07907E-75
Tmem158,Oligodendrocytes,-1.826665569,0.101,0.696,1.85398E-79,8.48531E-75
LOC105243129,Oligodendrocytes,-2.233335678,0.038,0.593,2.32107E-79,1.06231E-74
Gm33947,Oligodendrocytes,-1.763455336,0.017,0.584,2.38535E-79,1.09173E-74
Clec2l,Oligodendrocytes,-1.01614588,0.211,0.753,2.61627E-79,1.19742E-74
A830082K12Rik,Oligodendrocytes,-1.024972474,0.215,0.793,2.8006E-79,1.28178E-74
Dlg3,Oligodendrocytes,-1.075778526,0.131,0.708,3.17513E-79,1.45319E-74
Aifm3,Oligodendrocytes,-3.536796335,0.051,0.611,4.11735E-79,1.88443E-74
Gabra2,Oligodendrocytes,-2.087249546,0.16,0.688,5.05172E-79,2.31207E-74
Actn1,Oligodendrocytes,-2.364201758,0.143,0.692,5.41878E-79,2.48007E-74
LOC102638670,Oligodendrocytes,-2.156493873,0.215,0.693,9.03016E-79,4.13293E-74
Ccdc28a,Oligodendrocytes,-1.109703773,0.198,0.747,1.18168E-78,5.40832E-74
Itsn1,Oligodendrocytes,-1.198767974,0.392,0.856,1.26658E-78,5.7969E-74
Ifitm7,Oligodendrocytes,1.562422539,0.148,0.734,1.51814E-78,6.94824E-74
Ipw,Oligodendrocytes,-2.973779781,0.101,0.651,1.56739E-78,7.17365E-74
Msra,Oligodendrocytes,-1.163709583,0.359,0.825,1.61137E-78,7.37492E-74
Zbtb18,Oligodendrocytes,-1.93390039,0.241,0.752,1.86664E-78,8.54322E-74
Mir7052,Oligodendrocytes,1.149081012,0.544,0.074,2.19139E-78,1.00296E-73
Slc8a2,Oligodendrocytes,-1.705793604,0.059,0.637,2.26599E-78,1.0371E-73
Pkib,Oligodendrocytes,-4.599054318,0.089,0.539,2.77725E-78,1.27109E-73
Pnck,Oligodendrocytes,-1.757792999,0.139,0.706,2.81286E-78,1.28739E-73
Kcnk4,Oligodendrocytes,-3.340082716,0.034,0.577,2.89257E-78,1.32387E-73
Cyb5r3,Oligodendrocytes,-1.693791495,0.241,0.756,3.0607E-78,1.40082E-73
Rgs2,Oligodendrocytes,-1.830119642,0.16,0.689,4.91197E-78,2.24811E-73
Gprin1,Oligodendrocytes,-2.301447014,0.042,0.618,5.90694E-78,2.70349E-73
Jph3,Oligodendrocytes,-1.214930222,0.152,0.734,7.90875E-78,3.61967E-73
Ica1l,Oligodendrocytes,-1.068269118,0.186,0.665,9.00953E-78,4.12348E-73
Tmem35,Oligodendrocytes,-1.29234394,0.156,0.74,1.04037E-77,4.76157E-73
Glrx,Oligodendrocytes,-1.162731496,0.165,0.755,1.22093E-77,5.58794E-73
Tspyl5,Oligodendrocytes,-3.052539486,0.046,0.618,1.74514E-77,7.98714E-73
Gm11418,Oligodendrocytes,-2.202921297,0.025,0.591,4.53891E-77,2.07737E-72
Efna5,Oligodendrocytes,-2.371119445,0.169,0.638,7.21293E-77,3.30121E-72
B930095G15Rik,Oligodendrocytes,-1.358403783,0.127,0.715,8.3766E-77,3.8338E-72
Fabp3-ps1,Oligodendrocytes,-1.791552179,0.152,0.695,1.47508E-76,6.75113E-72
1810043G02Rik,Oligodendrocytes,-1.177230949,0.143,0.728,1.47667E-76,6.75844E-72
Nefm,Oligodendrocytes,-2.988057058,0.042,0.612,1.69198E-76,7.74385E-72
Cited2,Oligodendrocytes,-1.262417945,0.105,0.693,1.9666E-76,9.00072E-72
Ak4,Oligodendrocytes,-2.547674098,0.063,0.634,2.16927E-76,9.92833E-72
Rpusd1,Oligodendrocytes,-1.033024767,0.169,0.734,2.57748E-76,1.17966E-71
LOC102634132,Oligodendrocytes,-5.352312849,0.008,0.547,2.89447E-76,1.32474E-71
Pde1b,Oligodendrocytes,-4.012918144,0.021,0.574,3.37808E-76,1.54608E-71
Peg13,Oligodendrocytes,-1.335794956,0.215,0.778,3.87057E-76,1.77148E-71
Iqsec3,Oligodendrocytes,-3.392272075,0.076,0.619,4.38263E-76,2.00584E-71
Herc3,Oligodendrocytes,-1.066022295,0.215,0.765,5.47814E-76,2.50723E-71
Ccdc85a,Oligodendrocytes,-2.007361781,0.19,0.655,6.36518E-76,2.91322E-71
Cspg5,Oligodendrocytes,1.327865019,0.494,0.939,7.37242E-76,3.37421E-71
Extl1,Oligodendrocytes,-1.841642407,0.105,0.677,8.63216E-76,3.95077E-71
9130024F11Rik,Oligodendrocytes,-3.889029792,0.008,0.54,8.77645E-76,4.0168E-71
Cdkl2,Oligodendrocytes,-2.592449384,0.139,0.645,9.34779E-76,4.27829E-71
Olfm3,Oligodendrocytes,-2.45917445,0.169,0.636,1.22117E-75,5.58906E-71
Arhgef17,Oligodendrocytes,-1.225055232,0.055,0.63,1.66168E-75,7.60516E-71
Limd2,Oligodendrocytes,-1.558617727,0.165,0.734,1.88849E-75,8.64323E-71
Nrep,Oligodendrocytes,-3.691955013,0.114,0.673,1.91967E-75,8.78597E-71
Spint2,Oligodendrocytes,-3.055710972,0.068,0.608,2.30132E-75,1.05327E-70
Cacnb3,Oligodendrocytes,-2.785414168,0.169,0.7,2.48195E-75,1.13594E-70
Podxl2,Oligodendrocytes,-1.00110709,0.253,0.79,2.73484E-75,1.25168E-70
Nfe2l1,Oligodendrocytes,-1.386710265,0.312,0.819,3.55383E-75,1.62652E-70
Gm16168,Oligodendrocytes,3.336745232,0.447,0.044,5.91985E-75,2.70939E-70
Hmga1,Oligodendrocytes,-1.865005604,0.101,0.683,7.99248E-75,3.658E-70
Gm12709,Oligodendrocytes,-2.139905897,0.055,0.625,9.85515E-75,4.5105E-70
Izumo4,Oligodendrocytes,-1.032316975,0.19,0.764,1.10352E-74,5.05058E-70
Dpf1,Oligodendrocytes,-1.203684666,0.097,0.675,1.19652E-74,5.47623E-70
Fam217b,Oligodendrocytes,-2.178825343,0.046,0.614,1.48272E-74,6.78612E-70
Gm2464,Oligodendrocytes,-3.649551841,0.021,0.561,2.24156E-74,1.02592E-69
Lingo1,Oligodendrocytes,-1.821202289,0.228,0.717,2.79363E-74,1.27859E-69
Gprasp2,Oligodendrocytes,-1.126357923,0.173,0.749,4.17167E-74,1.90929E-69
Nrp1,Oligodendrocytes,-1.97898185,0.089,0.605,4.88145E-74,2.23414E-69
Pde8a,Oligodendrocytes,2.550635877,0.624,0.174,4.95875E-74,2.26952E-69
Metrn,Oligodendrocytes,1.490214581,0.637,0.117,7.0265E-74,3.21589E-69
Fezf2,Oligodendrocytes,-4.977755002,0.008,0.542,7.32626E-74,3.35308E-69
Ccdc92,Oligodendrocytes,-1.381400473,0.3,0.782,9.81292E-74,4.49118E-69
Polr2m,Oligodendrocytes,-1.196034605,0.451,0.863,1.05202E-73,4.8149E-69
Mpped1,Oligodendrocytes,-1.610103949,0.16,0.726,2.66716E-73,1.22071E-68
Lrrc24,Oligodendrocytes,-1.968775456,0.08,0.631,5.08415E-73,2.32692E-68
Dgkz,Oligodendrocytes,-1.675163768,0.312,0.78,5.22675E-73,2.39218E-68
Ankrd34a,Oligodendrocytes,-2.944370901,0.025,0.547,8.86112E-73,4.05556E-68
Ttyh3,Oligodendrocytes,-1.097764075,0.257,0.815,9.15532E-73,4.19021E-68
B4galnt4,Oligodendrocytes,-2.47570301,0.051,0.596,9.51635E-73,4.35544E-68
Gm7901,Oligodendrocytes,1.21128053,0.595,0.098,1.33581E-72,6.11376E-68
Zrsr2,Oligodendrocytes,-1.103085151,0.401,0.828,2.03127E-72,9.2967E-68
Slc6a7,Oligodendrocytes,-4.48921102,0.017,0.55,2.19279E-72,1.0036E-67
Zfp697,Oligodendrocytes,-2.08115632,0.114,0.635,4.45998E-72,2.04125E-67
Prrt3,Oligodendrocytes,-2.426922221,0.042,0.593,1.12574E-71,5.15228E-67
